Id,Label,Weight,color,Type
2925,Thom Yorke,4.2288331693235316e-05,C,Directed
2926,Marvelous 3,4.2311597258621244e-05,C,Directed
2927,Modern English,4.231373445999514e-05,C,Directed
2928,Rita Ora,4.232561690448157e-05,C,Directed
2929,Sham 69,4.235688577336578e-05,C,Directed
2930,The Rembrandts,4.2364402334699956e-05,C,Directed
2931,Mitch Miller,4.240820873742817e-05,C,Directed
2932,The Legendary Pink Dots,4.2439362385910286e-05,C,Directed
2933,Frankie Carle,4.245270020564287e-05,C,Directed
2934,Tenacious D,4.2475155651341e-05,C,Directed
2935,Hawthorne Heights,4.2514685171461526e-05,C,Directed
2936,Richard Hell,4.255240987460815e-05,C,Directed
2937,Diamond Head,4.255260411306244e-05,C,Directed
2938,Kirsty MacColl,4.256033281409477e-05,C,Directed
2939,Semisonic,4.257495559467787e-05,C,Directed
2940,Sparks,4.2589297638266974e-05,C,Directed
2941,David Lindley,4.2614706053838675e-05,C,Directed
2942,Harold Melvin & the Blue Notes,4.2629085847701155e-05,C,Directed
2943,Milt Hinton,4.264162561576355e-05,C,Directed
2944,Poison,4.2644126663391297e-05,C,Directed
2945,A Perfect Circle,4.2680810344761065e-05,C,Directed
2946,Zero 7,4.268782594403258e-05,C,Directed
2947,Papa Roach,4.2690588470639676e-05,C,Directed
2948,Electric Wizard,4.2701074848178284e-05,C,Directed
2949,CKY,4.2753582628293554e-05,C,Directed
2950,Judy Kuhn,4.276057993730408e-05,C,Directed
2951,Johnny Thunders,4.2801722294269526e-05,C,Directed
2952,Echo & the Bunnymen,4.2804544951674246e-05,C,Directed
2953,The Silhouettes,4.285728331069113e-05,C,Directed
2954,Firefall,4.292541274350108e-05,C,Directed
2955,Josh Rouse,4.292894880997944e-05,C,Directed
2956,Nicholas Payton,4.294211219609136e-05,C,Directed
2957,Christy Moore,4.296110431940489e-05,C,Directed
2958,Sum 41,4.2968750000000004e-05,C,Directed
2959,Sandie Shaw,4.2985773072910235e-05,C,Directed
2960,Keb' Mo',4.299372106393367e-05,C,Directed
2961,Mike Laure,4.303537799070409e-05,C,Directed
2962,Mark Harris,4.304593986337836e-05,C,Directed
2963,The Dangerous Summer,4.307369680532546e-05,C,Directed
2964,Arctic Monkeys,4.307479171005327e-05,C,Directed
2965,Ben E. King,4.3077218374185984e-05,C,Directed
2966,Vertical Horizon,4.315503827629535e-05,C,Directed
2967,John Cafferty & the Beaver Brown Band,4.316137963111333e-05,C,Directed
2968,Deadsy,4.3178550171132026e-05,C,Directed
2969,Sara Evans,4.319200773368355e-05,C,Directed
2970,Lani Hall,4.3193148967151445e-05,C,Directed
2971,Julia Fordham,4.3236842769806176e-05,C,Directed
2972,Cymande,4.324271300826741e-05,C,Directed
2973,The United States of America,4.324604788658743e-05,C,Directed
2974,Disturbed,4.325924580952101e-05,C,Directed
2975,Keely Smith,4.3274483433223086e-05,C,Directed
2976,Soul Coughing,4.335039511494254e-05,C,Directed
2977,The Crystals,4.335327696470437e-05,C,Directed
2978,Carlos Ponce,4.336763200548812e-05,C,Directed
2979,Wolfmother,4.339474618755363e-05,C,Directed
2980,The Darkness,4.342150816039976e-05,C,Directed
2981,The Used,4.34316657632069e-05,C,Directed
2982,Andy Irvine,4.343259081423084e-05,C,Directed
2983,Matchbook Romance,4.3489588182609595e-05,C,Directed
2984,INXS,4.349963695334007e-05,C,Directed
2985,Motion City Soundtrack,4.35100155683736e-05,C,Directed
2986,Loggins & Messina,4.351234169590753e-05,C,Directed
2987,Cal Tjader,4.351928790180982e-05,C,Directed
2988,Howard McGhee,4.355103159677247e-05,C,Directed
2989,Green Jelly,4.355610046235869e-05,C,Directed
2990,Akon,4.360266188798889e-05,C,Directed
2991,Be Your Own Pet,4.3604799708908874e-05,C,Directed
2992,Dick Gaughan,4.366516006041728e-05,C,Directed
2993,Five for Fighting,4.368811848831657e-05,C,Directed
2994,Ocean,4.3694247918473706e-05,C,Directed
2995,Damn Yankees,4.369693666551528e-05,C,Directed
2996,Mercyful Fate,4.3697858131629454e-05,C,Directed
2997,Roy Hamilton,4.369858479500891e-05,C,Directed
2998,Travis,4.3705404578215414e-05,C,Directed
2999,Zoot Sims,4.3742807162982356e-05,C,Directed
3000,Bread,4.3749488827266565e-05,C,Directed
3001,Eydie Gorme,4.3759459172223775e-05,C,Directed
3002,Mac DeMarco,4.376781945941092e-05,C,Directed
3003,Pixies,4.377742024365025e-05,C,Directed
3004,Debra Laws,4.3795647749042145e-05,C,Directed
3005,RX Bandits,4.379564774904215e-05,C,Directed
3006,Charlie Feathers,4.380531699201447e-05,C,Directed
3007,Mother Love Bone,4.385800981477403e-05,C,Directed
3008,Philip Aaberg,4.386777016087362e-05,C,Directed
3009,Nitzer Ebb,4.389079740519569e-05,C,Directed
3010,Vitalic,4.3955992079150616e-05,C,Directed
3011,Cisco Houston,4.401947061630502e-05,C,Directed
3012,Luis Enrique,4.402267766357206e-05,C,Directed
3013,Patsy Cline,4.4025689426532945e-05,C,Directed
3014,Scotty McCreery,4.403214361271771e-05,C,Directed
3015,Terence Trent D'Arby,4.408653997639528e-05,C,Directed
3016,Daniel Caesar,4.4088813932004385e-05,C,Directed
3017,Charlie Wilson,4.409076694210821e-05,C,Directed
3018,Soul Asylum,4.411210418198932e-05,C,Directed
3019,Carl Butler,4.411368534482759e-05,C,Directed
3020,Colin James,4.411576378561865e-05,C,Directed
3021,Dodgy,4.419865515010635e-05,C,Directed
3022,A*Teens,4.420215725741072e-05,C,Directed
3023,Sebadoh,4.420322689025948e-05,C,Directed
3024,Andy Kim,4.420373288125514e-05,C,Directed
3025,Troop,4.420601489504073e-05,C,Directed
3026,Sister Rosetta Tharpe,4.421301629471709e-05,C,Directed
3027,The Orb,4.421793817198502e-05,C,Directed
3028,Blue Ã–yster Cult,4.423000415842462e-05,C,Directed
3029,Delaney & Bonnie,4.430041344624961e-05,C,Directed
3030,Celia Cruz,4.434373761148234e-05,C,Directed
3031,The Brothers Johnson,4.4350421446808774e-05,C,Directed
3032,Brownsville Station,4.43583873614349e-05,C,Directed
3033,Dottie West,4.4359978370826344e-05,C,Directed
3034,William Bell,4.436769024742084e-05,C,Directed
3035,Ali Farka TourÃ©,4.436812967638174e-05,C,Directed
3036,Crowded House,4.437973283792413e-05,C,Directed
3037,The Moody Blues,4.4387262582834864e-05,C,Directed
3038,Jack Johnson,4.443116626992087e-05,C,Directed
3039,Elisa,4.44757478794351e-05,C,Directed
3040,Shirley Bassey,4.449533045977012e-05,C,Directed
3041,David Axelrod,4.4495330459770124e-05,C,Directed
3042,Ã‰dith Piaf,4.451618963704793e-05,C,Directed
3043,Dwarves,4.4566304430085544e-05,C,Directed
3044,Shawn Mendes,4.457889065854281e-05,C,Directed
3045,Louis and Bebe Barron,4.459334782909191e-05,C,Directed
3046,The Felice Brothers,4.462352641918051e-05,C,Directed
3047,Frankie Lymon,4.462454121054646e-05,C,Directed
3048,Phyllis Hyman,4.463416223974088e-05,C,Directed
3049,Brooklyn Bridge,4.4636888155183605e-05,C,Directed
3050,Arrow,4.4678229497133626e-05,C,Directed
3051,The Bucketheads,4.4683728177419186e-05,C,Directed
3052,The Wonder Years,4.472156250165947e-05,C,Directed
3053,Survivor,4.47458605932811e-05,C,Directed
3054,Lakeside,4.479183727328721e-05,C,Directed
3055,Hanson,4.480882677210116e-05,C,Directed
3056,The Chambers Brothers,4.485529119318182e-05,C,Directed
3057,Elbow,4.487704245305102e-05,C,Directed
3058,Gogol Bordello,4.4892191044569016e-05,C,Directed
3059,Deitrick Haddon,4.492337576394575e-05,C,Directed
3060,Tennessee Ernie Ford,4.494058309386973e-05,C,Directed
3061,Judas Priest,4.4956289629502654e-05,C,Directed
3062,JoÃ£o Donato,4.496255660048764e-05,C,Directed
3063,JoÃ£o Bosco,4.500968801564184e-05,C,Directed
3064,August Alsina,4.505678080409122e-05,C,Directed
3065,John Gorka,4.506779813218391e-05,C,Directed
3066,The Hives,4.509422531022354e-05,C,Directed
3067,Percy Faith,4.511043613953097e-05,C,Directed
3068,Alex Bugnon,4.512048113497892e-05,C,Directed
3069,The Lightning Seeds,4.5122368758888055e-05,C,Directed
3070,Shakira,4.5139737932829164e-05,C,Directed
3071,Justine Skye,4.5140497361962255e-05,C,Directed
3072,Saga,4.5197657201901746e-05,C,Directed
3073,Adolescents,4.521264969757175e-05,C,Directed
3074,Ben Webster,4.5244344161768836e-05,C,Directed
3075,Gang Green,4.525909392876193e-05,C,Directed
3076,Gentle Giant,4.5318880444646106e-05,C,Directed
3077,Baden Powell,4.534673376057647e-05,C,Directed
3078,Mick Taylor,4.53536808516212e-05,C,Directed
3079,Mason Jennings,4.5378930129369126e-05,C,Directed
3080,Bad Brains,4.544927059615588e-05,C,Directed
3081,Prince,4.549419689505897e-05,C,Directed
3082,Television Personalities,4.5521283229895266e-05,C,Directed
3083,Thin Lizzy,4.554196342297449e-05,C,Directed
3084,Todd Rhodes,4.5562805824170394e-05,C,Directed
3085,Michael Wycoff,4.5599091417800855e-05,C,Directed
3086,Skunk Anansie,4.564513669373376e-05,C,Directed
3087,Roberta Flack,4.5650074230081735e-05,C,Directed
3088,Lloyd Price,4.569478653530378e-05,C,Directed
3089,Paul Gilbert,4.579034889237749e-05,C,Directed
3090,Wire,4.579174382806559e-05,C,Directed
3091,Chris Brown,4.5829975047873006e-05,C,Directed
3092,Johnnie Taylor,4.5835245060000705e-05,C,Directed
3093,Electronic,4.584572182258577e-05,C,Directed
3094,Blues Traveler,4.5861647477543376e-05,C,Directed
3095,Pablo Cruise,4.588843842503028e-05,C,Directed
3096,Tommy James,4.59013694283596e-05,C,Directed
3097,Nino Rota,4.593077340386406e-05,C,Directed
3098,Little Richard,4.5949871909176196e-05,C,Directed
3099,Ronnie Laws,4.599116256192883e-05,C,Directed
3100,Milton Nascimento,4.602357999070849e-05,C,Directed
3101,Lisette Melendez,4.605120892836411e-05,C,Directed
3102,Tiny Tim,4.605328881467109e-05,C,Directed
3103,Daya,4.6061586142848625e-05,C,Directed
3104,Keane,4.611822835698179e-05,C,Directed
3105,Crash Test Dummies,4.611913931872592e-05,C,Directed
3106,Descendents,4.61648273261105e-05,C,Directed
3107,Billy Thorpe,4.619406648793781e-05,C,Directed
3108,Anthony B,4.621883376954715e-05,C,Directed
3109,Tom Tom Club,4.6239993842364534e-05,C,Directed
3110,Floetry,4.6241351076839766e-05,C,Directed
3111,Anti-Flag,4.6279460101058715e-05,C,Directed
3112,Eddie & the Hot Rods,4.6348204714519835e-05,C,Directed
3113,Bob Newhart,4.635766939705322e-05,C,Directed
3114,B.J. Thomas,4.638235352809707e-05,C,Directed
3115,Charles Lloyd,4.641162940395491e-05,C,Directed
3116,Carrie Underwood,4.644047372448424e-05,C,Directed
3117,Garland Jeffreys,4.6450329601132104e-05,C,Directed
3118,The Band,4.647279995973645e-05,C,Directed
3119,Eric Dolphy,4.6474799797387785e-05,C,Directed
3120,Frank Loesser,4.649051141272928e-05,C,Directed
3121,Slim Harpo,4.650985285947279e-05,C,Directed
3122,Plastic Bertrand,4.654597125014761e-05,C,Directed
3123,Bloodhound Gang,4.656966647619713e-05,C,Directed
3124,Candlemass,4.658681036818118e-05,C,Directed
3125,Mirwais,4.66122306168006e-05,C,Directed
3126,Petit Biscuit,4.666396224299496e-05,C,Directed
3127,Carmen McRae,4.669471418802576e-05,C,Directed
3128,Norah Jones,4.676719782790645e-05,C,Directed
3129,"Richard ""Groove"" Holmes",4.677669330720243e-05,C,Directed
3130,Maktub,4.6785201149425296e-05,C,Directed
3131,Fourplay,4.683290678879311e-05,C,Directed
3132,Johnny Adams,4.6839253593231575e-05,C,Directed
3133,Laraaji,4.685638704382542e-05,C,Directed
3134,Ekoostik Hookah,4.690032371655974e-05,C,Directed
3135,Lynyrd Skynyrd,4.690610381640767e-05,C,Directed
3136,Fun.,4.692341982385378e-05,C,Directed
3137,Feeder,4.693951063858389e-05,C,Directed
3138,Dream Theater,4.697602370689656e-05,C,Directed
3139,Robin Guthrie,4.7004977675520856e-05,C,Directed
3140,Logan Mize,4.7033854770013716e-05,C,Directed
3141,Timi Yuro,4.708131034755423e-05,C,Directed
3142,Birdy,4.7112180054826475e-05,C,Directed
3143,The Babys,4.712361361277887e-05,C,Directed
3144,Dr. Dog,4.712752332637519e-05,C,Directed
3145,Jets to Brazil,4.712812641471497e-05,C,Directed
3146,Eddie Harris,4.714450754711361e-05,C,Directed
3147,Long John Baldry,4.715117026680694e-05,C,Directed
3148,Magazine,4.71527979163434e-05,C,Directed
3149,The Five Keys,4.7153598686136664e-05,C,Directed
3150,Johnny Hallyday,4.715481133092604e-05,C,Directed
3151,Joe Cocker,4.724729542323969e-05,C,Directed
3152,PVRIS,4.724733627923452e-05,C,Directed
3153,Dalis Car,4.729163742413819e-05,C,Directed
3154,Strike Anywhere,4.733115695684275e-05,C,Directed
3155,Charlie Palmieri,4.73334600752863e-05,C,Directed
3156,China Crisis,4.7336328604004144e-05,C,Directed
3157,Soundgarden,4.733806722911654e-05,C,Directed
3158,Ethel Merman,4.736561976173372e-05,C,Directed
3159,Groove Armada,4.737579037320494e-05,C,Directed
3160,Koko Taylor,4.738492918719212e-05,C,Directed
3161,Maxi Priest,4.7412541472607236e-05,C,Directed
3162,Mary Gauthier,4.745135290086368e-05,C,Directed
3163,BÃ©la Fleck,4.7469087986173776e-05,C,Directed
3164,The Internet,4.7483438234717875e-05,C,Directed
3165,Kenny Loggins,4.75843856096271e-05,C,Directed
3166,The Beta Band,4.759189004872466e-05,C,Directed
3167,Helen Forrest,4.761906323390957e-05,C,Directed
3168,Screaming Trees,4.77195068090213e-05,C,Directed
3169,Ann Peebles,4.775216545850177e-05,C,Directed
3170,2 Brothers on the 4th Floor,4.7829289006012866e-05,C,Directed
3171,Richard Thompson,4.7887017062880965e-05,C,Directed
3172,Stephen Bishop,4.7918110489861486e-05,C,Directed
3173,Herbie Mann,4.7920902641840506e-05,C,Directed
3174,Vance Joy,4.793013649425288e-05,C,Directed
3175,Mr. Fingers,4.794809931160366e-05,C,Directed
3176,Jerry Goldsmith,4.797745377158637e-05,C,Directed
3177,Wilson Pickett,4.7984157184412574e-05,C,Directed
3178,Freda Payne,4.798706317697014e-05,C,Directed
3179,N'Dea Davenport,4.80199855001029e-05,C,Directed
3180,Cascada,4.803501950443939e-05,C,Directed
3181,The Rutles,4.8056055742026936e-05,C,Directed
3182,Eloy,4.8066810006588574e-05,C,Directed
3183,Dido,4.807667189132707e-05,C,Directed
3184,Foo Fighters,4.808474885906503e-05,C,Directed
3185,Jack White,4.809747498398244e-05,C,Directed
3186,3 Inches of Blood,4.811047429581913e-05,C,Directed
3187,Ian Matthews,4.811510761210309e-05,C,Directed
3188,Brian Culbertson,4.811987066528385e-05,C,Directed
3189,The Future Sound of London,4.812444544297651e-05,C,Directed
3190,Gloria Jones,4.815027651897078e-05,C,Directed
3191,Elizabeth Cotten,4.819149160574922e-05,C,Directed
3192,Flipper,4.819915432687499e-05,C,Directed
3193,Mano Negra,4.8223796652515415e-05,C,Directed
3194,Le Tigre,4.8231971349004004e-05,C,Directed
3195,Faith Evans,4.8285827960696907e-05,C,Directed
3196,The Brian Jonestown Massacre,4.8339906431789916e-05,C,Directed
3197,Ike & Tina Turner,4.841215620985219e-05,C,Directed
3198,Machines of Loving Grace,4.843906203316216e-05,C,Directed
3199,"Bonnie ""Prince"" Billy",4.8458409945928646e-05,C,Directed
3200,The Starting Line,4.849473376274896e-05,C,Directed
3201,Iris DeMent,4.8520199673988745e-05,C,Directed
3202,Adamski,4.856621168582376e-05,C,Directed
3203,Parijat,4.856621168582376e-05,C,Directed
3204,Theodore Bikel,4.857733546109759e-05,C,Directed
3205,Carla Bruni,4.8640194782047874e-05,C,Directed
3206,Fat Freddy's Drop,4.8659489343890397e-05,C,Directed
3207,Bikini Kill,4.86613521948179e-05,C,Directed
3208,Bibi Bourelly,4.8736017689737305e-05,C,Directed
3209,Johnny Clegg,4.87816821569684e-05,C,Directed
3210,Lisa Stansfield,4.879093170454242e-05,C,Directed
3211,Jesse Cook,4.8884249281609205e-05,C,Directed
3212,Ricardo Montaner,4.890655957159634e-05,C,Directed
3213,Labelle,4.892280365115368e-05,C,Directed
3214,Gary Allan,4.8942382145103674e-05,C,Directed
3215,Daryl Hall & John Oates,4.898381672219539e-05,C,Directed
3216,Allan Holdsworth,4.907288976640448e-05,C,Directed
3217,Heatwave,4.925305940502747e-05,C,Directed
3218,Propagandhi,4.926589439655173e-05,C,Directed
3219,Alan Parsons,4.9276835874443866e-05,C,Directed
3220,Patrick Doyle,4.930306762203315e-05,C,Directed
3221,The Cowsills,4.941069504310345e-05,C,Directed
3222,Catch 22,4.941973790076929e-05,C,Directed
3223,Brenda Lee,4.942877597149832e-05,C,Directed
3224,Rise Against,4.944407430443717e-05,C,Directed
3225,Hawkshaw Hawkins,4.952464315718311e-05,C,Directed
3226,Diego Torres,4.960197821652227e-05,C,Directed
3227,Atomic Rooster,4.965338372243407e-05,C,Directed
3228,Irma Thomas,4.966875573872301e-05,C,Directed
3229,Exile,4.968367786590462e-05,C,Directed
3230,Jimmy Reed,4.970682458763274e-05,C,Directed
3231,The Monkees,4.972186998423605e-05,C,Directed
3232,The Olivia Tremor Control,4.972375014335241e-05,C,Directed
3233,The Chills,4.973605334463293e-05,C,Directed
3234,Daddy Yankee,4.974014009191218e-05,C,Directed
3235,Bastille,4.978108183232231e-05,C,Directed
3236,Lagwagon,4.978158666568987e-05,C,Directed
3237,Luther Vandross,4.983836206896552e-05,C,Directed
3238,Sweet,4.983836206896552e-05,C,Directed
3239,The Weeknd,4.983836206896552e-05,C,Directed
3240,Sandi Patty,4.983836206896552e-05,C,Directed
3241,Lara Fabian,4.983836206896553e-05,C,Directed
3242,Professor Longhair,4.983978976544326e-05,C,Directed
3243,John Williams,4.9857904260942594e-05,C,Directed
3244,Autograph,4.987855019909272e-05,C,Directed
3245,Alanis Morissette,4.9909920528017255e-05,C,Directed
3246,Derrick Morgan,4.997539943969021e-05,C,Directed
3247,The Godz,4.999040130273855e-05,C,Directed
3248,Andy Grammer,4.9998233391949706e-05,C,Directed
3249,Davy Graham,5.000798212005109e-05,C,Directed
3250,Wayne Shorter,5.000977180969929e-05,C,Directed
3251,Robben Ford,5.0028583713527955e-05,C,Directed
3252,Ray Charles,5.00530684490375e-05,C,Directed
3253,Mastodon,5.010842887297488e-05,C,Directed
3254,Wardell Gray,5.010977075854125e-05,C,Directed
3255,The Clash,5.01785075678517e-05,C,Directed
3256,Maroon 5,5.018150919696051e-05,C,Directed
3257,Nicolette Larson,5.018574873767965e-05,C,Directed
3258,Icehouse,5.023974918638842e-05,C,Directed
3259,Heart,5.0307650106241956e-05,C,Directed
3260,Larry Graham,5.035164055178298e-05,C,Directed
3261,The Sweet Inspirations,5.039174065147275e-05,C,Directed
3262,Lee Morgan,5.0445415755436753e-05,C,Directed
3263,Yeasayer,5.046561925859167e-05,C,Directed
3264,Mass Production,5.046573386986258e-05,C,Directed
3265,Michael BublÃ©,5.050520760506085e-05,C,Directed
3266,Krishna Das,5.05315100603348e-05,C,Directed
3267,Jessie Ware,5.0564082477864395e-05,C,Directed
3268,Chris Cagle,5.059074516017463e-05,C,Directed
3269,Sharon Shannon,5.063913431417683e-05,C,Directed
3270,"Clarence ""Gatemouth"" Brown",5.0708418596327756e-05,C,Directed
3271,The Head and the Heart,5.071650991607263e-05,C,Directed
3272,Jessie James Decker,5.074738924510115e-05,C,Directed
3273,Van Dyke Parks,5.0792474856321843e-05,C,Directed
3274,Black Rebel Motorcycle Club,5.081771270601027e-05,C,Directed
3275,Jimi Hendrix,5.082574856176079e-05,C,Directed
3276,Chris Knight,5.082802147610903e-05,C,Directed
3277,Natalie La Rose,5.1028298492523396e-05,C,Directed
3278,Tadd Dameron,5.104740611096623e-05,C,Directed
3279,Deuter,5.1072436123774276e-05,C,Directed
3280,Medwyn Goodall,5.109294755195825e-05,C,Directed
3281,Cabas,5.111051245210729e-05,C,Directed
3282,The Rascals,5.120138033661741e-05,C,Directed
3283,Bell Biv DeVoe,5.121268909646164e-05,C,Directed
3284,Jaira Burns,5.126372194979516e-05,C,Directed
3285,Cyndi Lauper,5.132033465815794e-05,C,Directed
3286,Gary Peacock,5.1332154350666765e-05,C,Directed
3287,Big Data,5.134450718747601e-05,C,Directed
3288,Tom Petty,5.1527141702586205e-05,C,Directed
3289,Lindsay Lohan,5.157832862583504e-05,C,Directed
3290,The Stranglers,5.159324710153316e-05,C,Directed
3291,Savatage,5.161417661341208e-05,C,Directed
3292,Marilyn McCoo,5.16381689402095e-05,C,Directed
3293,The Living End,5.1662117271903107e-05,C,Directed
3294,Drop Nineteens,5.167535466169815e-05,C,Directed
3295,Ivy,5.168634080634036e-05,C,Directed
3296,Doctor Ross,5.1699603117341646e-05,C,Directed
3297,Orquesta AragÃ³n,5.170054768167888e-05,C,Directed
3298,Stuart Duncan,5.175094042564467e-05,C,Directed
3299,Robyn,5.178894067595786e-05,C,Directed
3300,Wisin & Yandel,5.179838313314905e-05,C,Directed
3301,Horace Brown,5.189102283246662e-05,C,Directed
3302,Scott Walker,5.1944230747840156e-05,C,Directed
3303,Ty Herndon,5.20039596383422e-05,C,Directed
3304,Ray J,5.2031579476214175e-05,C,Directed
3305,AC/DC,5.208069517862287e-05,C,Directed
3306,The Wannadies,5.2090968127867313e-05,C,Directed
3307,Falco,5.209720081852449e-05,C,Directed
3308,Michael Martin Murphey,5.2117843226649044e-05,C,Directed
3309,Billy Paul,5.212717636878599e-05,C,Directed
3310,Barry Adamson,5.214900800959743e-05,C,Directed
3311,The Receiving End of Sirens,5.2287817138395884e-05,C,Directed
3312,Public Image Ltd.,5.2348030820914154e-05,C,Directed
3313,The Power Station,5.234920063238035e-05,C,Directed
3314,Giuffria,5.240335020691477e-05,C,Directed
3315,Josh Abbott Band,5.244867588302083e-05,C,Directed
3316,Harold Land,5.247313140961528e-05,C,Directed
3317,StÃ©phane Grappelli,5.2527710479229126e-05,C,Directed
3318,Cody ChesnuTT,5.254611997739552e-05,C,Directed
3319,Jon Hendricks,5.268224481841193e-05,C,Directed
3320,Jordan Fisher,5.269075173212243e-05,C,Directed
3321,Mandrill,5.270070043103449e-05,C,Directed
3322,Minus the Bear,5.271638504940117e-05,C,Directed
3323,The Platters,5.2778816481517415e-05,C,Directed
3324,Nena,5.300892847365441e-05,C,Directed
3325,Roky Erickson,5.3034116461461705e-05,C,Directed
3326,999,5.3034538964300565e-05,C,Directed
3327,Yabby You,5.304323053037667e-05,C,Directed
3328,Ned's Atomic Dustbin,5.310960591133005e-05,C,Directed
3329,Karyn White,5.3148710994561986e-05,C,Directed
3330,Krokus,5.3154220081657433e-05,C,Directed
3331,The Get Up Kids,5.319269696558197e-05,C,Directed
3332,At the Gates,5.336021810875636e-05,C,Directed
3333,Brandy,5.337227594903596e-05,C,Directed
3334,Hella,5.3396604935891766e-05,C,Directed
3335,Blue Rodeo,5.341028459599782e-05,C,Directed
3336,Cheat Codes,5.346030260027049e-05,C,Directed
3337,Mudvayne,5.34856635339513e-05,C,Directed
3338,Joe Arroyo,5.35363593652246e-05,C,Directed
3339,Low,5.354579289981184e-05,C,Directed
3340,Meredith Brooks,5.354955791883325e-05,D,Directed
3341,Karla Bonoff,5.359403710113045e-05,D,Directed
3342,Death,5.360227439821663e-05,D,Directed
3343,Meredith Monk,5.3642223714519565e-05,D,Directed
3344,Bill Henderson,5.3654813218390805e-05,D,Directed
3345,Jackson Browne,5.3654813218390805e-05,D,Directed
3346,Chuck Jackson,5.36988034548601e-05,D,Directed
3347,Color Me Badd,5.371319372696207e-05,D,Directed
3348,Gato Barbieri,5.3727151980117465e-05,D,Directed
3349,Los Lonely Boys,5.378644524640251e-05,D,Directed
3350,Mr. Scruff,5.381784774814244e-05,D,Directed
3351,Tripping Daisy,5.3861046131953006e-05,D,Directed
3352,The Crew Cuts,5.3863044698206476e-05,D,Directed
3353,The Donnas,5.3886324203206455e-05,D,Directed
3354,Santigold,5.389998424292413e-05,D,Directed
3355,Anouk,5.391424102866722e-05,D,Directed
3356,Nicole Scherzinger,5.393422659104485e-05,D,Directed
3357,The Maine,5.3945229157871755e-05,D,Directed
3358,Russell Malone,5.410556474458441e-05,D,Directed
3359,Buddy DeFranco,5.41164769430781e-05,D,Directed
3360,The Guess Who,5.4143881844016714e-05,D,Directed
3361,Dalva de Oliveira,5.415079953257239e-05,D,Directed
3362,The Ink Spots,5.4180669451312995e-05,D,Directed
3363,Graham Parker,5.418752619133142e-05,D,Directed
3364,Secret Weapon,5.423246980074988e-05,D,Directed
3365,Say Anything,5.427622557712395e-05,D,Directed
3366,Laurindo Almeida,5.428869603664112e-05,D,Directed
3367,Hot Chocolate,5.428967538195212e-05,D,Directed
3368,Johnny Thunders & the Heartbreakers,5.438176657030567e-05,D,Directed
3369,Jim Ed Brown,5.439148524170794e-05,D,Directed
3370,The Dap-Kings Horns,5.4416182311371215e-05,D,Directed
3371,Corinne Bailey Rae,5.4447587388703536e-05,D,Directed
3372,Cristian Castro,5.4536797361266445e-05,D,Directed
3373,Gorillaz,5.46003953539454e-05,D,Directed
3374,Girls at Our Best!,5.464038976648903e-05,D,Directed
3375,Flamin' Groovies,5.4642137557970775e-05,D,Directed
3376,Faces,5.468943943167279e-05,D,Directed
3377,Skinny Puppy,5.4697960398485926e-05,D,Directed
3378,Hannah Montana,5.469931364572443e-05,D,Directed
3379,The Kentucky Headhunters,5.470610850549418e-05,D,Directed
3380,Curtis Stigers,5.474547563181015e-05,D,Directed
3381,Wilfrido Vargas,5.476678830329154e-05,D,Directed
3382,Jackie DeShannon,5.478420256940713e-05,D,Directed
3383,The Knife,5.483080672160055e-05,D,Directed
3384,The Sapphires,5.4861421237632654e-05,D,Directed
3385,The Edwin Hawkins Singers,5.495240660919541e-05,D,Directed
3386,The Coasters,5.495966547711323e-05,D,Directed
3387,Jack DeJohnette,5.502626164972513e-05,D,Directed
3388,Godhead,5.506589572076632e-05,D,Directed
3389,Cornell Campbell,5.506988414104684e-05,D,Directed
3390,JoÃ£o Gilberto,5.511440558263186e-05,D,Directed
3391,Skindred,5.5218566389684094e-05,D,Directed
3392,Vitamin C,5.5363488055911005e-05,D,Directed
3393,Malvina Reynolds,5.547262060994309e-05,D,Directed
3394,Lady Gaga,5.5553601481649414e-05,D,Directed
3395,Crazy Frog,5.556303879310345e-05,D,Directed
3396,Razorlight,5.556531912531364e-05,D,Directed
3397,Powerman 5000,5.55781900503396e-05,D,Directed
3398,Bernie Worrell,5.5586891612787365e-05,D,Directed
3399,Delta Spirit,5.5599457426379395e-05,D,Directed
3400,Nuyorican Soul,5.56389701273528e-05,D,Directed
3401,Keith Relf,5.5644586894586896e-05,D,Directed
3402,East 17,5.565719919283313e-05,D,Directed
3403,The Shadows,5.5702720448238234e-05,D,Directed
3404,Paula Cole,5.573620142719681e-05,D,Directed
3405,Life Without Buildings,5.5756465469937076e-05,D,Directed
3406,Pam Tillis,5.579450407949727e-05,D,Directed
3407,Neil Sedaka,5.5806067437053616e-05,D,Directed
3408,3 Doors Down,5.580851654144927e-05,D,Directed
3409,Augustus Pablo,5.587622824328397e-05,D,Directed
3410,"Evelyn ""Champagne"" King",5.5961818693639576e-05,D,Directed
3411,Melanie Fiona,5.597373808919932e-05,D,Directed
3412,Andy Gibb,5.606059616474763e-05,D,Directed
3413,Neurosis,5.6080712318744915e-05,D,Directed
3414,Damien Jurado,5.613550646551725e-05,D,Directed
3415,Old 97's,5.6142011779976495e-05,D,Directed
3416,Taken by Trees,5.6153480916142917e-05,D,Directed
3417,Vic Damone,5.616398154808544e-05,D,Directed
3418,Jason Isbell,5.6180547117627984e-05,D,Directed
